track_name,track_album_release_date,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,track_popularity
Freakin',1998,0.846,0.721,-8.582,0.178,0.0693,1.82E-05,0.254,0.252,118.161,236513,33
Believe,1998,0.652,0.917,-6.72,0.0548,0.0082,0,0.0509,0.459,132.975,239027,76
Never Gonna Let You Go,1998,0.669,0.451,-7.263,0.0273,0.657,0,0.277,0.425,111.934,241067,32
Donâ€™t Mess Wit Texas,1998,0.825,0.742,-6.944,0.146,0.0123,0,0.0737,0.675,92.041,243373,8
Todo a Pulmon,1998,0.441,0.413,-10.065,0.0348,0.775,0,0.871,0.412,63.751,249973,47
Greed,1998,0.586,0.488,-9.155,0.402,0.0125,0,0.0404,0.594,87.028,255267,13
Baller In The Mix,1998,0.773,0.572,-8.395,0.233,0.0217,0,0.278,0.678,82.02,256267,27
Love Me (feat. Mase),1998,0.654,0.817,-5.898,0.153,0.124,1.18E-05,0.156,0.649,90.063,257333,41
She's The One,1998,0.243,0.609,-8.451,0.0323,0.663,1.13E-05,0.221,0.333,166.668,258027,67
Do What You Want,1998,0.725,0.311,-14.721,0.365,0.247,9.10E-05,0.114,0.463,78.962,267573,30
Pimps. Players & Hustlas,1998,0.734,0.559,-9.882,0.307,0.0862,1.98E-05,0.207,0.912,176.08,269600,10
Love Like This,1998,0.767,0.551,-7.328,0.0616,0.00364,0,0.0451,0.796,100.904,275707,63
Boo Boo'n,1998,0.667,0.539,-12.042,0.227,0.139,4.15E-06,0.0506,0.413,78.123,275933,17
2 Real,1998,0.784,0.482,-10.948,0.0527,0.0614,2.46E-05,0.0935,0.728,130.988,283440,33
ç”·ã¨å¥³,1998,0.655,0.894,-6.186,0.0354,0.0838,3.96E-06,0.0505,0.877,121.968,287333,40
G Funk,1998,0.699,0.833,-6.599,0.206,0.00525,0,0.0609,0.925,78.963,288173,29
Only You (feat. Notorious B.I.G. and Mase) - Greatest Hits Version,1998,0.764,0.502,-6.392,0.0508,0.0162,0,0.0569,0.779,95.952,290040,44
Heads High (Kill 'Em With It Re-Mix),1998,0.911,0.949,-5.509,0.173,0.69,0,0.27,0.927,93.672,291760,33
è²´æ–¹ã—ã‹è¦‹ãˆãªã„,1998,0.301,0.568,-6.786,0.0356,0.157,6.13E-05,0.109,0.128,80.354,292240,17
Initiated (feat. 2Pac a.k.a. Makaveli. Outlawz & Kurupt Tha Kingpin),1998,0.893,0.576,-7.514,0.357,0.0938,0,0.0758,0.861,94.307,293840,40
California Stars,1998,0.622,0.736,-9.229,0.0292,0.422,1.18E-05,0.0829,0.723,110.24,298533,60
SuperThug,1998,0.724,0.948,-3.325,0.287,0.00921,1.04E-05,0.0375,0.376,191.709,300133,0
"In California (feat. Lady ""V"")",1998,0.788,0.849,-6.663,0.184,0.0046,0,0.341,0.531,97.596,306120,38
Falling for You,1998,0.789,0.753,-7.395,0.0324,0.106,4.08E-05,0.298,0.81,110.544,311600,39
Knockin' Da' Boots,1998,0.734,0.583,-10.652,0.126,0.152,0,0.0472,0.603,128.122,327693,1
æ‹ã«æººã‚Œã¦ -Crazy About You-,1998,0.693,0.822,-7.424,0.0399,0.0197,8.16E-06,0.132,0.441,118.052,329400,30
Homies & Thuggs,1998,0.653,0.525,-11.886,0.232,0.00934,0,0.074,0.475,82.992,334533,16
I Don't Wanna Hurt No More,1998,0.706,0.746,-2.902,0.037,0.584,0.0923,0.168,0.913,86.114,343040,23
Wanna Be A Baller,1998,0.871,0.648,-7.825,0.278,0.264,0,0.2,0.628,92.301,355067,63
Never Leave Me Alone,1998,0.821,0.549,-3.591,0.0371,0.0437,0,0.0737,0.963,100.023,360507,41
F**k Faces,1998,0.721,0.549,-10.98,0.186,0.138,2.30E-06,0.121,0.497,170.127,377573,32
Can't Get Enough! - Vocal Club Mix,1998,0.747,0.973,-6.415,0.037,3.62E-04,0.565,0.308,0.983,128.127,412973,52
LlegÃ³ la Cripta,1999,0.919,0.848,-10.511,0.165,0.0078,0.0406,0.338,0.959,109.183,147304,51
It's Your Thing,1999,0.378,0.682,-10.228,0.124,0.0777,2.83E-06,0.0573,0.89,185.273,166507,57
I'm Gonna Be Alright,1999,0.749,0.692,-4.499,0.27,0.11,0,0.238,0.764,93.901,171627,0
Notorious B.I.G. (feat. Lil' Kim & Puff Daddy) - 2005 Remaster,1999,0.904,0.826,-2.372,0.272,0.0531,0,0.214,0.824,101.35,191600,56
Last Kiss,1999,0.622,0.692,-6.97,0.0276,0.363,1.58E-04,0.193,0.774,112.053,195467,70
I Want You To Want Me - Soundtrack,1999,0.273,0.84,-3.497,0.133,0.0238,9.21E-06,0.0707,0.656,208.527,205907,3
Back in My Life,1999,0.576,0.828,-8.883,0.0327,2.23E-04,0.822,0.35,0.479,137.968,212493,45
Genie In a Bottle,1999,0.627,0.8,-6.945,0.162,0.21,1.23E-04,0.137,0.912,175.815,217573,71
Thank You,1999,0.725,0.583,-9.942,0.0424,0.3,2.15E-04,0.0665,0.765,79.984,218360,68
Better Off Alone - Hitradio Mix,1999,0.674,0.772,-9.69,0.0659,0.00352,0.8,0.256,0.762,136.969,218493,3
Every Morning,1999,0.833,0.679,-4.496,0.0365,0.0834,0.00258,0.0769,0.975,109.916,219867,63
These Eyes - Remastered,1999,0.544,0.459,-8.784,0.0253,0.127,0,0.119,0.751,96.326,225853,26
Pardon Me - Acoustic,1999,0.476,0.388,-8.778,0.0354,0.68,0,0.0889,0.523,139.291,227093,8
Ain't It Funny - Murder Remix,1999,0.783,0.758,-2.663,0.151,0.384,0,0.0938,0.78,89.434,229800,3
Get'Em,1999,0.705,0.89,-4.73,0.329,0.0137,0,0.0758,0.653,169.917,233907,5
Unintended,1999,0.487,0.279,-11.586,0.0265,0.647,0.00185,0.11,0.162,139.362,237027,61
Got Your Money (feat. Kelis),1999,0.934,0.459,-7.654,0.189,0.0516,0,0.222,0.697,103.04,239547,65
Drive - Orchestral Live Version,1999,0.393,0.911,-7.16,0.0534,0.0431,0,0.932,0.499,180.949,244507,2
Southtown,1999,0.301,0.853,-7.296,0.0768,0.00272,0.659,0.331,0.285,79.249,247253,51
Infinite Possibilities,1999,0.546,0.57,-10.289,0.0715,0.196,9.95E-05,0.303,0.282,90.514,258067,13
I'm Real - Murder Remix,1999,0.701,0.601,-7.678,0.153,0.197,0,0.0649,0.564,83.433,258667,7
Braids & Fades - Feat. Slim Thug,1999,0.809,0.859,-4.799,0.33,0.17,0,0.119,0.769,78.013,260187,21
The Bad Touch,1999,0.827,0.747,-6.247,0.0377,0.00355,0.0253,0.101,0.969,122.984,260507,11
537 C U B A,1999,0.859,0.709,-8.906,0.281,0.079,3.89E-06,0.067,0.885,83.681,264173,54
Blue (Da Ba Dee),1999,0.822,0.969,-11.471,0.0582,0.259,1.62E-04,0.39,0.765,128.007,283748,16
Grita,1999,0.649,0.95,-4.812,0.171,0.154,0.0668,0.323,0.506,88.503,291227,27
No Mo Play In G.A.,1999,0.806,0.836,-5.696,0.251,0.0557,0,0.132,0.923,146.068,294760,21
Smooth (feat. Rob Thomas),1999,0.609,0.923,-3.908,0.0338,0.16,4.73E-06,0.295,0.961,115.996,294987,59
Realist Rhymin' - Feat. Lilâ€™ Flip,1999,0.774,0.766,-5.558,0.334,0.034,0,0.0736,0.654,170.018,301240,18
La Rosa De Los Vientos,1999,0.657,0.578,-6.682,0.13,0.236,0.00746,0.212,0.819,89.948,309453,54
Esperanza,1999,0.695,0.684,-6.538,0.0491,0.133,0.00736,0.12,0.513,83.744,311840,28
Halaga,1999,0.489,0.57,-9.197,0.0364,0.132,1.39E-06,0.274,0.643,134.486,352120,61
Barre Baby,2000,0.77,0.418,-10.047,0.214,0.541,0,0.375,0.841,64.872,179493,0
Rock the Nation - Remastered,2000,0.445,0.96,-5.6,0.049,0.0483,0.00113,0.191,0.618,137.905,183107,20
Shackles (Praise You),2000,0.779,0.834,-2.773,0.162,0.0343,0,0.0886,0.8,100.46,198347,60
Will I Ever,2000,0.651,0.836,-7.825,0.0309,4.89E-04,0.794,0.0539,0.628,137.048,210147,49
I'm Running,2000,0.515,0.855,-4.593,0.221,0.0555,4.53E-05,0.199,0.729,166.01,214573,20
Weâ€™re Going to Ibiza!,2000,0.802,0.671,-9.969,0.0424,0.0233,0.0108,0.0943,0.912,103.993,216360,60
Don't Mess With My Man,2000,0.906,0.647,-5.197,0.11,0.104,1.31E-04,0.0752,0.848,106.031,217667,3
Dance Tonight,2000,0.783,0.418,-5.801,0.0659,0.00564,0.00205,0.177,0.674,99.234,221267,1
Lay Low,2000,0.87,0.653,-4.353,0.326,0.151,0,0.303,0.755,94.84,223000,51
Bad Motor Scooter - Remastered LP Verison,2000,0.321,0.944,-5.575,0.0666,0.0275,7.22E-04,0.341,0.398,172.972,223360,14
Ante Up (Robbin Hoodz Theory),2000,0.646,0.889,-4.449,0.204,0.0063,7.74E-05,0.872,0.852,94.113,232373,32
Payin' Dues,2000,0.552,0.854,-6.709,0.277,0.281,0,0.0865,0.721,98.006,234933,0
A Day In My Life (Without You),2000,0.606,0.947,-4.446,0.0371,8.74E-04,0.314,0.0514,0.789,119.104,235040,0
Case Of The Ex (Whatcha Gonna Do),2000,0.772,0.686,-4.715,0.0405,0.0555,1.07E-04,0.0725,0.347,98,236907,53
Up & Down,2000,0.79,0.929,-9.123,0.0671,4.05E-04,0.648,0.0693,0.894,135.951,241040,61
I'll Go,2000,0.744,0.735,-6.514,0.0293,0.0188,1.60E-04,0.0569,0.951,99.991,241345,47
Mr. Telephone Man,2000,0.699,0.655,-6.574,0.0285,0.097,0,0.0478,0.846,94.126,241400,0
Maan!!,2000,0.891,0.744,-8.563,0.402,0.0326,0,0.151,0.483,91.068,244440,0
Let Me Hold You,2000,0.816,0.675,-8.23,0.198,0.0864,1.43E-04,0.0793,0.615,151.444,247453,47
Rie y Llora,2000,0.833,0.918,-4.401,0.0327,0.0646,2.49E-05,0.147,0.967,128.023,250373,51
City Of Syrup,2000,0.893,0.437,-10.518,0.122,0.0227,1.35E-06,0.602,0.405,104.443,261427,0
American Woman,2000,0.669,0.7,-7.971,0.0714,0.024,0,0.0782,0.6,83.989,261707,51
He Wasn't Man Enough,2000,0.739,0.947,-1.915,0.0412,0.00947,2.99E-05,0.326,0.763,88.009,261933,65
Do Me!,2000,0.727,0.791,-6.163,0.0392,0.131,1.40E-06,0.364,0.69,107.808,272533,0
Rock Candy - Remastered LP Verison,2000,0.274,0.744,-5.977,0.0358,0.00174,0.00231,0.0864,0.761,158.628,305827,14
Space Station #5 - Remastered,2000,0.284,0.954,-6.406,0.14,0.0113,0.0019,0.723,0.492,168.617,316707,13
She Made a Freak Out of Me,2000,0.857,0.523,-9.651,0.0782,0.0169,4.65E-05,0.0541,0.808,111.018,328320,23
Choppaz,2000,0.899,0.397,-6.845,0.269,0.192,0,0.156,0.602,99.951,332560,0
Marian - Version,2000,0.486,0.556,-12.218,0.0292,6.30E-04,0.716,0.292,0.406,133.473,343133,9
Together Forever,2000,0.682,0.963,-4.046,0.057,0.0186,0.0719,0.344,0.71,118.937,345800,0
Ace Of Spades,2001,0.337,0.993,-4.116,0.226,0.0236,3.54E-04,0.114,0.195,140.572,167053,13
Beej-N-Dem Pt. 2,2001,0.878,0.377,-10.311,0.382,0.0283,0,0.492,0.569,95.544,169467,0
Bleed American,2001,0.406,0.954,-3.609,0.106,0.00746,1.10E-06,0.348,0.598,159.93,185120,1
No More Mr. Nice Guy - Remastered Version,2001,0.533,0.703,-6.364,0.0423,0.184,0,0.101,0.612,128.761,186093,40
The Middle - Acoustic Version,2001,0.787,0.316,-7.556,0.0388,0.365,0,0.0845,0.738,147.521,190640,0
Get the Party Started,2001,0.802,0.904,-3.267,0.0459,0.00108,0,0.173,0.961,128.931,192533,66
Peaches and Cream,2001,0.677,0.52,-6.255,0.334,0.00277,0,0.0532,0.768,203.862,193093,66
Bodies,2001,0.657,0.927,-3.398,0.077,0.00345,0.00288,0.176,0.595,130.935,201960,2
Pop Ya Collar,2001,0.885,0.727,-5.972,0.109,0.0739,2.23E-05,0.152,0.88,107.002,215200,1
Little Drummer Boy (feat. Solange),2001,0.684,0.599,-5.538,0.394,0.166,3.77E-05,0.494,0.4,162.981,216067,32
Merry Christmas Baby,2001,0.538,0.679,-4.339,0.033,0.65,0.00273,0.124,0.369,117.006,236333,2
Hey Lady,2001,0.901,0.452,-9.124,0.218,0.413,3.36E-06,0.0998,0.692,92.032,245093,4
DUI,2001,0.823,0.823,-4.972,0.13,0.00401,0,0.0438,0.824,134.987,245720,6
Part Time Lover,2001,0.701,0.7,-7.804,0.0621,0.0307,0,0.118,0.567,120.618,246520,43
I'll Be Loving You,2001,0.701,0.923,-4.69,0.0413,0.0567,7.67E-05,0.282,0.813,125.778,250093,33
Tops Drop,2001,0.913,0.451,-7.86,0.175,0.0161,2.36E-06,0.107,0.646,93.211,252587,0
Lifetime - Uncut,2001,0.764,0.642,-6.414,0.0563,0.229,0.0659,0.0779,0.924,101.012,258427,0
Don't Hate Me (feat. Twista),2001,0.758,0.915,-3.782,0.11,0.0261,1.41E-05,0.27,0.786,148.798,259267,35
Me LiberÃ©,2001,0.754,0.875,-1.94,0.0407,0.395,0,0.0905,0.967,97.522,263920,59
Torete,2001,0.358,0.4,-8.172,0.0269,0.219,0,0.0738,0.311,88.239,264202,57
Pretty Girl - Remix,2001,0.848,0.608,-7.473,0.21,0.128,0,0.072,0.654,88.011,265347,48
Adrienne,2001,0.303,0.878,-6.732,0.0656,6.69E-04,0,0.07,0.78,184.049,270333,48
Doggie Style,2001,0.695,0.525,-6.924,0.0413,0.0416,1.71E-06,0.114,0.23,126.087,271467,26
,2001,0.537,0.561,-6.961,0.0297,0.423,1.64E-06,0.134,0.242,78.13,273200,63
Hear You Me,2001,0.482,0.556,-6.33,0.0276,0.00976,0.0361,0.214,0.116,135.952,282960,2
I Must Be High,2001,0.812,0.625,-5.543,0.133,0.0385,0,0.0714,0.301,81.018,284400,13
Can We Talk,2001,0.658,0.711,-7.424,0.0425,0.0759,1.77E-05,0.0446,0.614,172.365,284587,66
Raise Up,2001,0.735,0.844,-5.215,0.167,0.142,0,0.319,0.742,156.069,286427,54
Afro Puffs,2001,0.799,0.876,-3.661,0.242,0.0424,1.08E-06,0.308,0.525,91.35,288333,47
25 Lighters,2001,0.827,0.647,-6.126,0.25,0.0126,0,0.406,0.748,167.904,288760,0
Kleid Aus Rosen,2001,0.567,0.877,-6.484,0.0685,0.0194,2.83E-06,0.281,0.265,86.097,297600,41
Full Time Player,2001,0.785,0.699,-3,0.104,0.00775,0,0.0577,0.694,80.152,318827,0
Heart Of A Hustler,2001,0.735,0.652,-5.257,0.274,0.0266,0,0.169,0.684,168.403,326267,0
Seelenschmerz,2001,0.527,0.994,-2.88,0.0396,0.027,0.298,0.12,0.828,133.969,333013,0
Ghetto Dreams,2001,0.724,0.795,-5.34,0.0823,0.0891,2.44E-06,0.339,0.573,91.313,337293,0
Clint Eastwood,2001,0.663,0.694,-8.627,0.172,0.0249,0,0.0698,0.524,167.964,340920,68
Wanna Be A Balla,2001,0.87,0.608,-8.91,0.281,0.303,0,0.156,0.649,92.314,356987,0
Tu Pirata Soy Yo,2002,0.359,0.582,-7.128,0.0277,0.419,0,0.122,0.215,97.121,173160,48
Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,2002,0.845,0.768,-5.448,0.188,0.00733,5.04E-06,0.0575,0.96,100,187840,65
Eastside Vs. Westside,2002,0.699,0.82,-4.968,0.243,0.00712,0,0.319,0.468,130.015,190427,14
Time 2 Wonder - Radio Edit,2002,0.659,0.984,-6.021,0.0442,0.00394,0.0476,0.0637,0.681,136.999,205920,25
This Love,2002,0.712,0.862,-4.612,0.0378,0.0525,0,0.093,0.809,95.051,206200,76
Rocksteady,2002,0.666,0.378,-9.923,0.033,0.357,6.44E-05,0.143,0.632,84.978,216560,34
My Neck. My Back,2002,0.877,0.696,-2.296,0.138,0.0302,0,0.0478,0.747,102.055,222333,52
Dark Beat - Original Murk Mix Radio Edit,2002,0.926,0.77,-5.714,0.0573,0.00339,1.03E-04,0.12,0.484,127.844,224893,34
At This Moment,2002,0.578,0.286,-7.371,0.0421,0.864,2.68E-05,0.168,0.16,80.975,234507,43
The Red,2002,0.509,0.843,-3.318,0.0488,6.71E-04,8.03E-04,0.348,0.332,140.055,238400,68
Superstition - Single Version,2002,0.643,0.628,-12.075,0.0748,0.0443,0.00613,0.0359,0.894,100.392,245493,6
Obstacle 1,2002,0.381,0.941,-4.91,0.0624,5.08E-05,0.523,0.0708,0.382,120.533,251333,51
Send the Pain Below,2002,0.468,0.851,-3.617,0.0398,2.81E-04,0.00483,0.0644,0.293,92.079,252360,63
She Will Be Loved - Radio Mix,2002,0.651,0.663,-5.569,0.0281,0.228,0,0.0994,0.465,102,259453,80
ATL Hoe,2002,0.905,0.951,-3.268,0.319,0.0644,0,0.107,0.838,124.023,272773,23
Heard a Word,2002,0.633,0.396,-7.585,0.0775,0.0786,3.38E-04,0.207,0.272,59.82,296627,25
Someone To Love You,2002,0.637,0.678,-2.21,0.0345,0.0543,0,0.0961,0.426,77.928,297360,48
Somebody Is Gonna Lose A Good Woman,2002,0.759,0.425,-9.338,0.0412,0.441,0.0113,0.152,0.694,149.948,301840,30
Taxi,2002,0.416,0.468,-11.786,0.0469,0.093,0,0.354,0.27,67.713,302867,32
N Luv Wit My Money,2002,0.84,0.593,-7.755,0.376,0.0614,0,0.41,0.714,122.164,313720,3
Shook Ones - Freestyle,2003,0.676,0.857,-5.39,0.209,0.124,2.43E-04,0.345,0.538,94.031,130299,46
Te Suelto el Pelo,2003,0.792,0.712,-5.348,0.0665,0.0156,1.23E-06,0.636,0.929,94.995,136027,55
More Than A...,2003,0.658,0.491,-7.261,0.0476,0.639,0,0.486,0.631,85.162,160800,0
Hey Now,2003,0.765,0.484,-8.571,0.205,0.248,0,0.579,0.644,95.143,182427,0
Ignition - Remix,2003,0.795,0.523,-7.165,0.0423,0.061,0,0.0914,0.855,133.024,186067,70
To Dago From LA,2003,0.531,0.641,-7.105,0.438,0.714,0,0.119,0.551,90.058,232280,11
Freek-A-Leek,2003,0.737,0.697,-3.716,0.254,0.0756,0,0.359,0.662,104.917,235187,53
Hey Ya!,2003,0.728,0.974,-2.261,0.0665,0.103,5.32E-04,0.175,0.965,79.526,235213,78
Bowtie (feat. Sleepy Brown & Jazze Pha),2003,0.84,0.888,-4.78,0.262,0.34,0,0.303,0.648,98.532,236640,40
Paper Airplanes (Makeshift Wings),2003,0.434,0.924,-3.379,0.0411,0.0064,0,0.342,0.497,101.862,237373,39
Smoker's Paradise,2003,0.93,0.693,-8.727,0.239,0.00635,1.11E-04,0.1,0.765,98.049,237533,9
Keep Their Heads Ringing,2003,0.594,0.877,-2.517,0.308,0.0205,0.00371,0.221,0.16,90.578,238498,0
White Flag,2003,0.509,0.537,-6.834,0.0383,0.344,7.26E-06,0.0805,0.315,170.037,240040,68
Sureno Vida,2003,0.699,0.553,-15.691,0.0942,0.129,0,0.289,0.534,92.788,242267,0
So Gone,2003,0.618,0.552,-6.863,0.0981,0.176,0,0.252,0.586,81.975,242773,67
Payback,2003,0.788,0.528,-15.528,0.234,0.0469,0.0042,0.0752,0.584,164.608,243160,0
Chech to Check,2003,0.794,0.691,-4.886,0.102,0.0223,1.80E-04,0.127,0.845,93.998,247347,32
El Hijo De Mama,2003,0.845,0.609,-6.896,0.0753,0.164,0,0.219,0.42,79.963,254373,6
Rest In Peace,2003,0.702,0.463,-9.884,0.0443,9.18E-04,1.13E-04,0.0903,0.713,140.493,270627,0
Neva Eva (feat. Lil Scrappy & Lil Jon),2003,0.777,0.81,-4.968,0.0462,0.0192,0,0.0861,0.787,78.021,276320,16
Hell at the house,2003,0.779,0.616,-6.97,0.0911,0.0615,2.44E-06,0.317,0.78,80.008,277747,33
Beauty and Madness - 1993,2003,0.453,0.183,-14.54,0.032,0.955,3.13E-04,0.149,0.44,100.174,281240,54
Has Anybody Seen Love?,2003,0.681,0.33,-9.186,0.0798,0.64,1.72E-05,0.277,0.506,130.235,281720,0
Calm Like A Bomb,2003,0.321,0.967,-5.436,0.426,0.0115,2.22E-06,0.113,0.358,149.528,298707,21
Cell Therapy,2003,0.854,0.511,-8.875,0.489,0.0904,0,0.116,0.437,83.115,301200,41
Go West - 2003 Remaster,2003,0.535,0.951,-5.859,0.0373,0.0174,9.61E-06,0.345,0.444,120.72,304080,63
Strassen,2003,0.687,0.627,-7.59,0.047,0.00568,0.14,0.113,0.0655,126.018,310347,0
Love Calls - Main,2003,0.812,0.526,-9.347,0.0621,0.48,0.00203,0.124,0.516,143.981,313373,52
Where Are You Tonight,2003,0.715,0.572,-10.331,0.0586,0.00522,0.102,0.085,0.67,118.343,313507,38
Eastside Drama,2003,0.64,0.697,-9.785,0.352,0.078,0,0.297,0.723,177.61,319907,0
Love Letter,2003,0.807,0.699,-9.27,0.0517,0.0122,0.626,0.061,0.859,115.231,372333,31
Just For One Day (Heroes) (Extended Version),2003,0.606,0.658,-9.856,0.229,3.12E-05,0.918,0.336,0.442,127.933,397853,0
2112 Overture / The Temples Of Syrinx - Chronicles Version,2003,0.369,0.883,-6.913,0.119,0.0488,0.0157,0.175,0.308,133.46,404213,0
Don't Break My Heart,2003,0.694,0.81,-11.911,0.0764,0.0371,4.40E-04,0.107,0.528,118.899,464267,30
Slammin' (Axwell Remix),2003,0.7,0.888,-6.374,0.0935,7.96E-04,0.458,0.233,0.705,126.963,481119,31
Nothing But Bass,2004,0.584,0.422,-16.189,0.116,0.254,0.897,0.372,0.0374,182.553,152400,24
You Really Got Me - 2004 Remaster,2004,0.444,0.95,-5.247,0.123,0.0182,0,0.347,0.609,138.324,158573,31
Rapp Snitch Knishes feat. Mr. Fantastik,2004,0.728,0.832,-6.827,0.269,0.325,0,0.504,0.825,95.049,172893,60
Saoco,2004,0.844,0.862,-5.043,0.114,0.132,1.92E-05,0.066,0.816,95.999,184907,56
Since U Been Gone,2004,0.662,0.739,-5.354,0.0322,0.00206,0.0603,0.113,0.382,130.999,188960,68
Number One,2004,0.687,0.843,-5.65,0.204,0.0105,0,0.0957,0.77,87.911,198000,1
Keep on Loving You,2004,0.316,0.739,-5.843,0.0338,0.036,0,0.187,0.371,174.903,201240,49
Al Natural (feat. Yandel),2004,0.924,0.782,-4.55,0.0816,0.246,0,0.0659,0.745,95.01,204347,63
Walk Like an Egyptian,2004,0.724,0.891,-7.818,0.0995,0.00344,4.66E-05,0.3,0.819,103.022,204707,63
Long Train Runnin',2004,0.556,0.907,-8.383,0.0405,0.212,0.00184,0.14,0.911,117.952,207560,4
Used to Love U,2004,0.661,0.796,-4.776,0.0833,0.0347,0,0.396,0.657,87.982,210867,9
Panama - 2004 Remaster,2004,0.489,0.977,-4.809,0.128,9.15E-04,4.82E-05,0.0757,0.425,141.045,212560,35
Club Foot,2004,0.426,0.916,-6.861,0.0638,0.0224,1.37E-05,0.093,0.112,102.297,215360,50
Tu Quieres Duro,2004,0.804,0.869,-5.766,0.054,0.265,2.42E-06,0.287,0.102,95,215947,35
Runnin' with the Devil - 2004 Remaster,2004,0.437,0.91,-4.268,0.0714,0.0566,2.35E-05,0.338,0.455,95.762,216733,23
Deep and Dark,2004,0.509,0.907,-5.023,0.055,4.10E-05,0.0723,0.224,0.274,125.053,217347,43
Let's Get Lifted,2004,0.56,0.71,-8.27,0.0458,0.189,1.52E-05,0.697,0.498,87.004,217467,9
Because of You,2004,0.587,0.583,-5.284,0.0313,0.248,0,0.124,0.15,139.92,219493,71
Laura no estÃ ,2004,0.651,0.717,-5.201,0.0296,0.44,0,0.13,0.501,125.976,225240,58
Masaya,2004,0.497,0.373,-10.405,0.0369,0.798,0.00193,0.15,0.295,111.969,225698,58
For Real,2004,0.595,0.525,-7.338,0.245,0.32,0,0.0419,0.756,136.061,226333,0
Why Can't This Be Love - 2004 Remaster,2004,0.54,0.82,-5.255,0.0977,0.0512,0,0.0835,0.55,88.469,228333,40
Siempre me quedarÃ¡,2004,0.756,0.578,-7.369,0.118,0.442,0.00552,0.18,0.771,77.064,229373,59
Take Me In Your Arms,2004,0.774,0.754,-5.147,0.0488,0.272,9.05E-05,0.115,0.838,125.973,232933,45
Breakaway,2004,0.268,0.716,-4.151,0.0337,0.0421,9.88E-06,0.108,0.393,160.008,237000,61
My Happy Ending,2004,0.414,0.936,-2.407,0.0758,0.00136,0,0.369,0.74,170.229,242413,68
Tipsy - Club Mix,2004,0.925,0.744,-5.79,0.367,0.0644,0,0.0888,0.656,93.02,243227,62
Ð§Ñ‘Ñ€Ð½Ñ‹Ð¹ Ð±ÑƒÐ¼ÐµÑ€,2004,0.565,0.968,-1.965,0.235,0.172,0,0.284,0.682,170.026,244349,51
A Question of Time - Remix,2004,0.617,0.912,-11.63,0.0312,6.36E-04,0.351,0.364,0.874,136.424,245733,0
30's-N-Lows,2004,0.741,0.478,-13.757,0.224,0.00399,0.0211,0.15,0.328,104.206,246360,18
Slither,2004,0.478,0.974,-3.866,0.102,2.66E-04,0.0984,0.0738,0.268,141.077,248307,63
Duality,2004,0.354,0.982,-3.026,0.168,2.37E-04,2.94E-04,0.204,0.194,143.772,252613,76
Sunday Morning - Acoustic,2004,0.418,0.666,-8.633,0.109,0.571,0,0.709,0.737,82.06,254853,10
This Love - Acoustic,2004,0.637,0.631,-8.934,0.0665,0.508,1.39E-05,0.38,0.683,91.111,255293,2
Harana,2004,0.52,0.532,-10.872,0.0659,0.231,1.28E-05,0.237,0.628,164.788,262333,45
Noypi,2004,0.536,0.613,-5.641,0.0306,0.304,0.00602,0.0995,0.298,101.587,268382,52
As the Music Plays the Band,2004,0.662,0.927,-4.638,0.0475,0.104,7.72E-04,0.0993,0.767,101.374,270341,43
Live It Up,2004,0.68,0.632,-5.971,0.0398,0.303,3.84E-05,0.304,0.637,77.993,275067,4
She Will Be Loved - Acoustic,2004,0.623,0.494,-9.281,0.0313,0.496,5.96E-06,0.698,0.563,98.556,276787,18
Reckless Life (Original Demo Version),2004,0.369,0.921,-5.693,0.0791,0.0112,0.428,0.068,0.245,124.689,280195,44
Ordinary People,2004,0.469,0.132,-14.001,0.0807,0.929,0,0.0873,0.36,67.011,281467,18
I Get Even,2004,0.903,0.758,-5.653,0.314,0.505,0,0.136,0.321,93.532,290760,31
The Yes Yes Show,2004,0.608,0.94,-4.625,0.232,0.626,0,0.816,0.601,102.686,292093,46
Back on the Road Again,2004,0.452,0.817,-7.743,0.0593,1.57E-04,2.27E-05,0.221,0.412,126.04,328733,40
Can't Stop Playing (Makes Me High) [feat. Ane Brun] - Oliver Heldens & Gregor Salto Vocal Mix Edit,2005,0.708,0.904,-4.9,0.0408,0.0863,1.79E-04,0.178,0.75,125.002,157466,57
I'm So Sick,2005,0.431,0.959,-4.257,0.0854,6.13E-05,6.19E-06,0.118,0.269,153.925,176160,48
You've Made Us Conscious,2005,0.444,0.93,-2.231,0.0751,0.0325,6.36E-05,0.419,0.512,90.057,180227,31
How Do I Let a Good Man Down?,2005,0.656,0.964,-3.862,0.0552,0.219,0.324,0.0805,0.871,123.137,182827,28
Baila Morena - Original Reggaeton Mix,2005,0.783,0.824,-4.973,0.123,0.214,0,0.102,0.726,93.998,187080,31
Don't Be So Hard,2005,0.39,0.917,-3.722,0.0745,0.00146,3.90E-06,0.129,0.458,169.952,194280,29
What's Up Fatlip,2005,0.791,0.646,-3.02,0.337,0.0941,0,0.113,0.513,169.935,202266,0
Stand Back,2005,0.567,0.815,-10.327,0.0557,0.535,0.352,0.66,0.869,152.628,204400,0
Dancehall Queen (feat. Chevelle Franklyn),2005,0.837,0.859,-6.027,0.0786,0.00288,0,0.112,0.632,102.788,204413,46
